tt0845947,nm0601484
tt0431092,nm1756571
tt0447988,nm0128540
tt0447988,nm1836990
tt0056036,nm0571781
tt0182191,\N
tt0095239,nm0732050
tt0347102,nm0230073
tt0460167,\N
tt0212191,nm0095816
tt0011238,nm0624756
tt0203537,nm0242139
tt5491264,nm6822499
tt9032888,nm2169801
tt0356654,nm0627864
tt1003452,\N
tt0494229,nm0471461
tt2927850,\N
tt6544832,nm8635417
tt10864614,\N
tt3465126,nm5635465
tt9691626,nm10441310
tt2717778,nm5530405
tt6607248,\N
tt0225889,nm0780281
tt4823524,nm5690888
tt0017946,nm0002031
tt0139264,nm0576183
tt11336424,\N
tt0374684,\N
tt0172507,nm0395023
tt0832883,nm0193015
tt0469913,nm0290556
tt8250084,nm3254372
tt0470056,nm0373666
tt2089245,nm0771673
tt0071572,nm4224732
tt6638474,\N
tt9652556,nm0375040
tt9369968,nm0864268
tt0012232,nm0309163
tt0315912,nm0363414
tt0315912,nm0411208
tt7134284,\N
tt0045831,nm0925028
tt0028947,nm0520419
tt0945560,\N
tt0031386,nm0400056
tt0240551,nm0101038
tt0240551,nm0612149
tt0253107,nm0064410
tt1321023,\N
tt0041421,nm0455741
tt0142323,\N
tt0142324,\N
tt0142325,\N
tt0142326,\N
tt0134693,nm0925028
tt0142327,\N
tt0142328,\N
tt0142329,\N
tt0142330,\N
tt0142331,\N
tt0059238,nm0164203
tt0032544,nm0455741
tt0414057,nm0692105
tt0047039,nm0293989
tt0896541,nm2444009
tt0208997,nm0270800
tt0208997,nm0889595
tt0245924,nm0004630
tt0355490,nm0707952
tt0148225,nm0006761
tt5880642,nm8285820
tt5880642,nm8084915
tt0156576,nm0080332
tt0030198,nm0281487
tt0030198,nm0460667
tt0457920,nm0712994
tt0063023,nm0006249
tt0434054,nm1576712
tt0391194,nm0588341
tt0259334,nm0443572
tt0392057,nm0721219
tt0138474,nm0152635
tt0311223,nm0851537
tt0148228,nm0006761
tt0148229,nm0006761
tt0016932,nm0332531
tt6723696,\N
tt0756652,nm1103214
tt0482045,nm2808767
tt0263391,\N
tt0319457,nm0542478
tt0450432,nm0890862
tt0273632,nm0198868
tt0273632,nm0268909
tt0263392,nm1329172
tt9548826,nm0883368
tt0034802,nm0564495
tt0150765,nm0460667
tt9333076,nm8911729
tt0262446,nm0474840
tt0280705,\N
tt0109922,nm0240881
tt0040396,nm0442395
tt0040396,nm0490186
tt0280706,\N
tt0255200,nm0698184
tt0095241,nm0452607
tt6597044,nm8819493
tt0384116,nm0814716
tt0386493,nm0310216
tt0357710,nm0474840
tt0059239,nm0416049
tt0884066,nm0081331
tt0487605,nm2077429
tt0417726,nm1065710
tt0213685,nm0234389
tt0392058,nm0762500
tt0033685,nm0383856
tt0155725,nm0052677
tt0412788,nm1251937
tt0780035,nm0664031
tt0126934,nm0786190
tt0028948,nm0766581
tt6707372,nm5482274
tt0215819,nm0746582
tt0936475,nm0589077
tt0054937,nm0182244
tt0024077,nm0853028
tt0070124,nm0001115
tt8592162,nm1163103
tt8592162,nm5091901
tt8592162,nm4634763
tt8592162,nm4624711
tt1878754,nm3766090
tt0293825,nm1039330
tt0241512,nm0350583
tt0298892,nm1069069
tt2104906,nm0003540
tt0206781,nm0035037
tt0276986,nm0381392
tt0085614,nm0174689
tt0109924,nm0302390
tt0099686,nm0302390
tt0414059,nm1029363
tt0414059,nm0267198
tt6388904,\N
tt0816198,nm2297731
tt0407833,nm1166680
tt0432530,nm0605942
tt5509792,nm7896926
tt0436366,nm0764485
tt0180717,nm0197929
tt1632520,nm3126628
tt1172340,nm1238851
tt0064385,nm0594098
tt0192082,nm0677698
tt0082465,nm0465340
tt8599290,nm10013828
tt8599290,nm3502718
tt0047041,nm0428195
tt0107037,nm0538445
tt0427303,nm1667553
tt5161732,\N
tt0022957,nm0833965
tt0095243,nm0000776
tt0289965,nm0539484
tt0314118,nm0805749
tt1606230,nm2489329
tt0370605,nm1346645
tt0371695,nm0137770
tt0953418,nm2203415
tt2617302,nm0952429
tt0171348,nm0451576
tt0297151,nm0436406
tt0176781,nm0957319
tt0359344,nm0301503
tt0359344,nm0529264
tt0136974,nm0796001
tt0089219,nm0451120
tt0085615,nm0000776
tt0438065,nm1802025
tt0438065,nm1802268
tt8944404,nm10094840
tt0176782,nm0953516
tt0846695,nm2366757
tt0160330,nm0125733
tt0370607,nm1354396
tt0089220,nm0555722
tt0351007,nm1314392
tt8517706,\N
tt3083904,nm4250839
tt0042516,nm0893093
tt0095244,nm0787668
tt0443020,nm1729215
tt0101966,nm0453953
tt0107038,nm0302390
tt0349499,nm0394730
tt0328041,nm0613545
tt0073063,nm0737380
tt0080809,nm0747849
tt0416784,nm1247459
tt0317593,nm0559398
tt0261715,nm0015037
tt0370610,nm0625843
tt0045833,nm0443609
tt0022986,nm0451576
tt0022986,nm0953516
tt0212194,nm0947248
tt0314119,nm0453579
tt0396041,nm1543860
tt0308327,nm0758321
tt7605990,nm0676199
tt0317594,\N
tt0299927,nm1029926
tt0512170,\N
tt0878125,nm1904840
tt0214729,nm0315497
tt0377991,nm0497183
tt3530704,nm5893898
tt8579968,nm9916554
tt0163649,nm0611188
tt0810880,nm0002064
tt0070125,nm0253338
tt0239439,nm0659522
tt0174704,nm0742914
tt0264654,nm0096392
tt0191160,nm0856189
tt3814238,nm4898720
tt3814238,nm2031483
tt0298350,nm0901404
tt0372304,nm0903876
tt0195755,nm0901307
tt0372305,nm0094081
tt3755534,nm0493894
tt5191052,nm2126916
tt0342487,nm0474494
tt0322440,nm0552727
tt0216784,nm0134383
tt0101967,nm0449489
tt0192084,nm0241273
tt9383478,\N
tt7641786,nm9425724
tt0217938,nm0481238
tt0257726,nm0073047
tt0345347,nm0782097
tt0082466,nm0904370
tt0245925,nm0031342
tt1116302,nm2640707
tt1116302,nm2727695
tt0422339,nm1159423
tt0021925,nm0701576
tt0166629,nm0747504
tt0498297,nm1119445
tt0452019,nm1856772
tt0330342,nm0482893
tt0208998,nm0868414
tt9876088,\N
tt3197332,nm0147826
tt0796985,nm1110703
tt9603338,nm10401087
tt9111066,nm5003305
tt0228359,\N
tt0077617,nm0692872
tt0458376,nm0768172
tt0428589,nm1743331
tt0969270,nm1645799
tt8287150,nm2455668
tt1042742,\N
tt0353508,nm1324439
tt0270971,nm0007189
tt0490136,nm2079553
tt0190427,nm0164037
tt4778428,\N
tt0481739,nm2040305
tt0275375,nm0285962
tt7178286,nm9158200
tt6486524,nm4393722
tt0063026,nm0097259
tt0354028,nm1194342
tt0338326,nm0721199
tt0101960,nm0863633
tt0435652,nm1019730
tt0065808,nm0001202
tt0185344,nm0525495
tt0041422,nm0858160
tt0404994,nm0369250
tt0490953,nm2117989
tt0490953,nm2122298
tt0285149,nm0994466
tt6569028,nm2440673
tt6569028,nm2496152
tt7179654,nm9158922
tt0474702,nm1356479
tt0113201,nm0014356
tt1256506,nm0738001
tt0405951,nm0494886
tt0892761,nm1881445
tt0892761,nm2437163
tt0332090,nm0399382
tt0445978,nm1680297
tt4254516,nm0738001
tt0079255,nm0509327
tt0454837,nm0595543
tt0048100,nm0201853
tt0008026,nm0082914
tt0827767,nm2320931
tt0291957,nm0523704
tt0207496,nm0628860
tt0080722,nm0497579
tt0330343,nm1232451
tt6988746,nm3721323
tt4268812,nm5339279
tt0410040,nm0504673
tt0290636,nm0848893
tt0219710,nm0770753
tt0211387,nm0654830
tt0482719,nm1306679
tt0319460,nm0632589
tt0043596,nm0105175
tt0035952,nm0629580
tt0464027,nm1284939
tt0215820,\N
tt0247384,\N
tt0216785,nm0924920
tt0220495,\N
tt0270390,\N
tt2270614,nm0924920
tt0246660,\N
tt0187096,nm0890060
tt0243282,nm0435661
tt0266596,nm0341938
tt0266596,nm0341943
tt0101968,nm0653772
tt0264656,nm0441063
tt0261716,nm0006768
tt0392061,nm0281396
tt8413070,\N
tt11117620,\N
tt2159648,nm4798120
tt0666549,nm0788724
tt1841618,nm4319443
tt1841618,nm4319765
tt0248040,nm0160280
tt0248040,nm0796657
tt0345339,\N
tt0395564,nm0602390
tt0472527,nm0879080
tt0277720,nm0507499
tt0329129,nm0204746
tt8723914,nm9967562
tt2043872,nm0788158
tt0347107,nm0758441
tt1848913,nm1293040
tt1848913,nm2217828
tt6383646,nm5571987
tt0739763,nm0845964
tt0065792,nm0703388
tt0067155,nm0937830
tt0018952,nm0022250
tt0455957,nm0001232
tt0130740,nm0273332
tt0126935,nm0643741
tt0910898,nm0342265
tt0714986,nm0305617
tt0772840,nm0192697
tt0068650,nm0593014
tt0174707,nm0557945
tt0174708,nm0409330
tt9871938,nm0471622
tt0407835,nm0136552
tt0343741,nm1186165
tt0076098,nm0452102
tt0123094,nm0619838
tt0414060,nm1442231
tt0263394,nm0258581
tt0438861,nm0308059
tt0124687,nm0464599
tt0164616,nm0765832
tt0345363,nm0882538
tt0823214,nm2273422
tt3605288,nm6299214
tt3605288,nm6299213
tt0034765,nm0728774
tt9332024,nm6068216
tt0301361,nm0271117
tt0036876,nm0884924
tt0026428,nm0423964
tt0298351,nm0839268
tt0460176,nm1766412
tt0051675,nm0257288
tt0235438,nm0756926
tt0460175,nm0332531
tt0451749,nm0006620
tt9833570,nm5932235
tt0397443,nm1211654
tt0351008,\N
tt1107821,nm0257681
tt0154543,nm1624471
tt5905328,nm2952745
tt9079422,\N
tt0348789,\N
tt0116442,nm0025978
tt0087354,nm0367431
tt0460177,\N
tt0179199,nm0227661
tt1919814,nm4462444
tt1919814,nm2529937
tt1919814,nm1539146
tt1919814,nm1145806
tt1919814,nm0137729
tt1919814,nm1357857
tt1919814,nm1019499
tt0304099,nm1031949
tt10835204,nm0830634
tt0325485,nm0537803
tt0230255,nm0726349
tt0032545,nm0868452
tt9371112,\N
tt0164040,nm0520419
tt0759566,nm1950143
tt0434055,nm1452673
tt4565926,nm1681512
tt0160334,nm0069118
tt0353510,nm1045873
tt0113204,nm0003794
tt9454756,nm9680890
tt0265213,nm0345674
tt6791872,nm6636731
tt3874942,nm0136021
tt0309637,nm1137860
tt6671898,nm0668814
tt0276165,\N
tt0322445,nm0943458
tt9783674,nm3864037
tt5266474,nm0616606
tt9759228,\N
tt0383384,nm0743715
tt0372307,nm1402574
tt0017955,nm0773654
tt0059240,nm0552871
tt0884085,nm1911775
tt1411812,nm0438792
tt0139266,nm0593439
tt0477974,nm0954673
tt0477974,nm0300487
tt0194926,nm0553941
tt9239564,nm6451275
tt0099691,nm0002239
tt0289210,nm0903797
tt0183134,nm0116905
tt0458377,nm0116905
tt0458379,nm0116905
tt0448508,nm1334356
tt0492635,nm2131092
tt0471728,nm0350695
tt0014961,nm0655065
tt0441289,nm0927468
tt0462325,nm0121112
tt0469091,nm0826094
tt0928042,nm0248738
tt0928042,nm0691996
tt0016942,nm0202852
tt0160335,nm0688900
tt0359354,\N
tt0079245,nm0902823
tt0803001,nm0513617
tt0308329,nm0793947
tt0887742,nm1785668
tt0167964,nm0115959
tt0167965,nm0330568
tt0270391,nm0330568
tt0132193,nm0344660
tt5503156,nm0096370
tt3842180,nm5156671
tt0460178,\N
tt0470057,nm1428204
tt0253109,nm1013648
tt0880621,nm1258006
tt8180538,nm9719523
tt0472620,nm1990335
tt0268342,nm0756393
tt0267533,nm0746958
tt0364381,nm1368004
tt6369772,nm3931449
tt0256785,nm1064185
tt0361669,nm1065260
tt0472801,nm1889311
tt8489202,nm0139569
tt0223388,nm0183210
tt0177820,nm0139151
tt0177820,nm0674600
tt0113205,nm0464383
tt0061724,nm0688193
tt0467577,nm1814628
tt0327808,nm1163008
tt0403082,nm1428204
tt0403082,nm0348640
tt0154544,nm0045943
tt0273245,nm0015133
tt0377994,nm0436382
tt0258624,nm0034924
tt0258625,nm0536892
tt0972557,nm0694737
tt0263369,nm0476174
tt0213687,nm0220846
tt0213687,nm0856902
tt0027691,nm0281487
tt7307888,\N
tt9209690,nm3417653
tt0025195,nm0718115
tt0025195,nm0959178
tt0060471,nm0740282
tt0076099,nm0006615
tt9620952,\N
tt0450776,nm0704424
tt0039434,nm0000320
tt5051134,nm1871521
tt0026433,nm0151404
tt0107039,nm0494583
tt0825263,nm0693903
tt0025196,nm0191899
tt7061784,nm0684111
tt0144949,\N
tt0047043,nm0629363
tt0087355,nm0581303
tt0040399,nm0936823
tt8377182,nm5761804
tt0034808,nm0800373
tt2142775,\N
tt0390062,nm0624038
tt0385730,nm0022450
tt0097453,nm0373117
tt11065106,nm2496473
tt0332633,nm0784006
tt0482982,nm1043722
tt0340137,nm0758431
tt0109929,nm0277230
tt0061730,nm0524551
tt0125771,nm0891819
tt0478159,nm0029253
tt8846032,nm1138528
tt0026431,nm0448915
tt5982160,nm5786481
tt5982160,nm6518216
tt0913630,\N
tt0368762,\N
tt0982876,nm1078209
tt9765414,\N
tt0157716,nm0132159
tt3463436,nm4189845
tt0233819,nm0446054
tt0415827,nm0349180
tt7671068,nm0444709
tt7671068,nm0192030
tt7671068,nm0113073
tt7671068,nm0696300
tt7671068,nm0762541
tt7671068,nm0881038
tt7671068,nm0519456
tt7671068,nm1392007
tt7671068,nm0646440
tt7671068,nm0855613
tt7671068,nm0002704
tt7671068,nm0343622
tt0755325,nm0444936
tt0159464,nm0674202
tt0084018,nm0144689
tt0084018,nm0595063
tt0205098,nm0841324
tt0322448,nm0171664
tt0091148,nm0595063
tt0091148,nm0144689
tt8380776,nm0132120
tt0079231,nm0476126
tt7331282,nm0768957
tt0074583,nm0128883
tt0031390,nm0003373
tt6918240,nm5009798
tt9351130,nm10288877
tt0178532,nm0827555
tt8499058,nm4627167
tt1656435,nm0567170
tt0818676,nm0002998
tt2165813,nm4837977
tt3108636,nm0266198
tt3108636,nm0027522
tt3108636,nm0804034
tt1113563,nm0449462
tt0436368,nm1785087
tt9207030,nm7222825
tt9207030,nm5409111
tt0483635,nm0079213
tt0377995,nm0808310
tt4960312,\N
tt0199572,\N
tt1270315,\N
tt0467578,nm0613444
tt0026432,nm0731910
tt1774789,nm0762541
tt6854308,\N
tt0275383,nm1011749
tt9283012,nm10260389
tt9283012,nm10260388
tt9283012,nm10260390
tt9283012,nm10260387
tt9283012,nm10260386
tt0143283,nm0366578
tt0032547,nm0576940
tt0384978,\N
tt0460180,nm0006943
tt0205981,nm0371126
tt2291182,nm5037248
tt0347108,nm0119106
tt0410044,nm0066347
tt7321922,nm3471261
tt7546338,nm8842582
tt0353512,nm1321889
tt0166210,nm0511107
tt6018576,nm0428448
tt0027693,nm0006943
tt0196594,nm0459017
tt7303170,nm9228188
tt0338075,nm0128452
tt0449956,nm0261796
tt0087359,nm0459170
tt2006421,nm0845207
tt2006421,nm0868441
tt2006421,nm1266768
tt2006421,nm2149627
tt2006421,nm1803835
tt2006421,nm0994567
tt2006421,nm0350957
tt8051890,nm5854162
tt0304102,nm1098714
tt0258630,nm0277133
tt0891493,nm1533498
tt0331507,nm1241856
tt0480148,nm1349700
tt0195922,nm0170030
tt6724856,\N
tt9296666,nm4499788
tt0737921,\N
tt0422344,nm1701230
tt0460182,nm0456645
tt1745399,\N
tt0193200,nm0409965
tt0451518,nm0671546
tt7512268,\N
tt0002917,nm0830249
tt0109931,nm0024308
tt0164617,nm0161621
tt0130747,nm0471636
tt0099708,nm0678582
tt0095249,nm0515629
tt0809434,nm0000252
tt0275385,nm0862312
tt0325492,nm0158512
tt0317601,nm0128615
tt0182199,nm0128615
tt0047042,nm0659992
tt0772169,\N
tt0095251,nm0234897
tt0387267,nm1440502
tt3218458,nm5343096
tt0084034,nm0412220
tt0080822,nm0270413
tt0084033,nm0706080
tt6232862,nm8572639
tt8236088,nm5021733
tt0015873,nm0178260
tt0015873,nm0774325
tt0499029,nm1955015
tt0219068,\N
tt0367814,nm1104033
tt8467650,nm3502718
tt8467650,nm10013828
tt0462317,nm0935356
tt0330345,nm0332531
tt0285152,nm1068479
tt0427314,nm1764592
tt0265212,nm0342601
tt0199575,nm0618261
tt2607914,\N
tt0241497,nm0009902
tt10788182,nm10899354
tt9314020,nm1164403
tt0034809,nm0316287
tt0211393,nm0145734
tt0783722,nm2204757
tt3963014,nm1742910
tt0981288,nm2580058
tt7258152,nm9154805
tt1941807,nm0460361
tt0410045,nm1625151
tt0322450,nm0222097
tt0012235,nm0681726
tt0015874,nm0118266
tt4458200,nm0006749
tt2082522,nm0367414
tt0285587,nm0373479
tt6667474,nm3653899
tt0469914,nm1975239
tt0137797,nm0800084
tt8303068,nm0752508
tt8844738,nm6074340
tt7289688,nm3141255
tt6524568,\N
tt0419781,nm0549283
tt0760168,nm0923640
tt1813338,nm1275551
tt9863886,nm3404552
tt9863886,nm5487141
tt0388093,nm1090216
tt8249384,nm9344034
tt0497768,nm2136602
tt0183135,nm0411958
tt0351015,nm1173340
tt9683266,nm6915658
tt0818105,nm1713715
tt0282534,nm0929843
tt6513228,nm7801780
tt0091143,nm0927252
tt0758413,nm2130844
tt0077630,nm0682309
tt0077629,nm0338719
tt0479794,nm1888079
tt9324312,nm6382071
tt7927948,nm8159359
tt1181324,\N
tt9110632,\N
tt0087361,nm0819046
tt0193202,nm0473043
tt4574720,nm7237477
tt3600552,\N
tt0178534,nm0690138
tt0140085,nm0542060
tt3848174,nm0152831
tt0192090,nm0674600
tt0073067,nm0320946
tt0122516,nm0767763
tt0122517,nm0411922
tt0066891,nm0636512
tt8787596,nm5931124
tt8666312,\N
tt9486400,nm9095271
tt8768066,nm3646185
tt8768066,nm0518980
tt8768066,nm2983275
tt0377997,nm0807979
tt0361187,nm1165556
tt0361187,nm1357838
tt0361187,nm1356562
tt0361187,nm0583628
tt0427307,nm1701276
tt0422347,nm1701276
tt0322452,nm0352726
tt0068659,nm0002049
tt0204352,nm0109112
tt0247387,\N
tt0097457,nm0564319
tt9307160,nm0005041
tt0139270,nm0010799
tt9460188,\N
tt0231678,nm0692105
tt0290638,nm0103523
tt0290638,nm1032426
tt5455604,nm0607579
tt0237286,\N
tt0280712,nm0201035
tt8957798,\N
tt0427308,nm1760864
tt0427308,nm1356648
tt0049278,nm0869664
tt0225901,nm0510113
tt0392068,\N
tt0014955,nm0166700
tt5597550,\N
tt0360618,nm1349380
tt0015880,nm0624756
tt0329134,nm0172413
tt0011249,nm0189076
tt0012242,nm0629243
tt0014957,nm0356931
tt1071219,nm0332985
tt1071219,nm2726665
tt0002222,nm0132324
tt8893764,\N
tt0430658,\N
tt8706244,nm0400071
tt5302914,\N
tt9047332,nm2747176
tt0019947,nm0229553
tt0026436,nm0523893
tt6975396,\N
tt8755806,nm0058442
tt0293190,nm1030914
tt0249556,nm0725944
tt9825740,\N
tt7733824,nm2776131
tt5014042,\N
tt0398087,nm0662006
tt7477964,\N
tt0484842,\N
tt9407462,\N
tt2831526,nm3583396
tt0281896,\N
tt0203539,nm0024706
tt0203539,nm0704315
tt0217521,nm0782947
tt11316244,\N
tt0400478,\N
tt0403084,nm0471950
tt0052863,nm0890086
tt0005421,nm0730018
tt9459826,\N
tt0826547,nm0957505
tt0819743,nm0785998
tt0353515,nm0532263
tt9710866,nm8224828
tt0231680,\N
tt5180088,\N
tt6156534,nm5744023
tt0050455,nm0293989
tt0443744,nm0546184
tt2581698,\N
tt0139274,nm0312911
tt0460201,nm0057897
tt0150784,nm0460667
tt0150784,nm0325502
tt0139275,\N
tt5326086,\N
tt2653804,nm1431376
tt0874904,nm1405930
tt9656954,nm7187621
tt9656954,nm5104777
tt2734424,nm1893479
tt0427310,nm1187771
tt0427310,nm1754478
tt0882774,nm0796657
tt7088782,nm0383931
tt0244527,nm0276165
tt7918328,nm6171503
tt9890036,nm10527005
tt0292527,nm1032152
tt0379307,nm0949918
tt0206787,nm0473648
tt0247389,nm0562757
tt0039437,nm0767701
tt8803612,\N
tt0134697,nm0641924
tt0378001,nm0778014
tt6255714,nm5945539
tt0415877,nm0155117
tt0369491,nm0227020
tt0349504,nm0616893
tt8778950,\N
tt0460202,nm0160280
tt0430155,nm1749008
tt1344317,\N
tt9832334,nm4489288
tt4790224,nm0425403
tt1840328,nm1878133
tt1840328,nm1878299
tt1840328,nm1874084
tt0539581,nm0890086
tt0040402,nm0003422
tt0018959,nm0704991
tt0451072,nm1287855
tt0329135,nm0838843
tt0043601,nm0878604
tt3445772,\N
tt0352383,nm0154374
tt6113570,nm0926603
tt9155332,nm10203163
tt9155332,nm9581432
tt0272641,nm0718173
tt0519473,nm0905729
tt0104366,nm0128365
tt9010346,nm5679261
tt10610256,nm4515050
tt0353517,nm0649785
tt0052864,nm0002072
tt0438864,nm1645819
tt2164875,\N
tt0399112,nm1552776
tt0284157,\N
tt0945561,nm2520396
tt0159465,\N
tt0116449,nm0622098
tt8633338,nm7263892
tt7241288,nm5741914
tt0772234,nm2162695
tt0971194,nm0021989
tt0971194,nm2562339
tt0622313,\N
tt8922922,nm0206760
tt8922922,nm0267512
tt0345352,nm0807967
tt0113217,nm0920873
tt0294608,nm0454825
tt4277484,\N
tt0217523,nm0640080
tt9632260,nm1450276
tt0035954,nm0293989
tt0109940,nm0243109
tt0960768,nm2546680
tt0493421,nm0161573
tt0084025,nm0130149
tt0460207,nm0449789
tt0903621,nm2122167
tt0212195,nm0750275
tt0481532,nm0459585
tt0259340,nm0671844
tt0359356,nm0513332
tt0166211,nm0261056
tt0166211,nm0440706
tt0166211,nm0499196
tt0443023,nm0695060
tt0354609,nm0139036
tt0443024,nm0695060
tt0060477,nm0554924
tt0304107,nm0452374
tt0816516,nm0271039
tt0816516,nm0935832
tt0867602,\N
tt1137655,nm2832159
tt0150786,nm0287025
tt0281897,nm0631894
tt0369492,nm0227819
tt0233826,nm0710490
tt5900362,nm0437702
tt5900362,nm8268643
tt0382058,nm0869645
tt0135436,nm0785112
tt0258631,nm0904127
tt9395182,nm8999932
tt8764424,nm5604534
tt8439738,nm9850368
tt0082478,nm0830603
tt0214732,nm0037287
tt1298561,nm3146282
tt4900964,nm7477892
tt9607056,\N
tt9335114,nm10281352
tt0042525,nm0368514
tt3990730,nm5354233
tt0482215,nm0115649
tt0381228,nm0622350
tt0311232,nm0329736
tt3660088,nm1636781
tt0314128,nm0947248
tt0314128,nm0277135
tt0113780,nm0407969
tt0382061,nm0229411
tt0382061,nm1460489
tt0382060,nm0443609
tt0179836,nm0636945
tt9885612,nm5604534
tt0076112,nm0001238
tt0765066,nm0772925
tt0810399,nm2280813
tt0089227,nm0558293
tt7314662,nm6446396
tt0373876,nm0086519
tt0476243,nm2012554
tt0006745,nm0291387
tt0006745,nm0291548
tt0386497,nm1345204
tt0386497,nm1471196
tt0474704,nm0823150
tt0024080,nm0091380
tt0080816,nm0313249
tt0221990,nm0369619
tt0221990,nm0866403
tt0369493,nm0619711
tt2136957,\N
tt0014959,nm0909436
tt0237289,nm0269033
tt0834089,nm2344295
tt0834089,nm0324075
tt0041433,nm0458030
tt0043602,nm0512798
tt0129125,nm0088881
tt0448509,nm0461732
tt0290639,nm0414768
tt0290639,nm0259703
tt9753008,nm8946799
tt9753008,nm10463228
tt0169970,nm0333874
tt0169970,nm0560803
tt0093118,nm0223412
tt0199573,nm0599781
tt0054944,nm0149548
tt5909086,\N
tt5142146,nm4959548
tt0492030,nm2117586
tt0600135,\N
tt0214733,nm0817069
tt0218310,nm0647038
tt0215823,nm0817069
tt0087365,nm0399853
tt0292530,nm0666835
tt0291211,nm1032168
tt0015883,nm0275494
tt0251720,nm0467025
tt10810722,nm1276997
tt6569824,\N
tt0025206,nm0874497
tt2559268,\N
tt0343747,nm0524995
tt0355503,nm0715833
tt0460209,nm0912844
tt0119225,nm0193554
tt0133818,nm0128715
tt0060478,nm0857941
tt0074591,nm0351486
tt9042100,nm6621246
tt0142340,nm0861703
tt0207498,nm0086410
tt1502033,nm0485637
tt1458239,\N
tt0460812,nm0831847
tt0048136,nm0775594
tt0212196,nm0061955
tt0403086,nm0168411
tt0258632,nm0277165
tt0270976,nm0059400
tt0378002,nm0593969
tt0084027,nm0201949
tt1431707,nm1335449
tt0154548,nm0045943
tt0047052,nm0438649
tt0156581,nm0080345
tt1440181,nm0948334
tt0353519,nm1230977
tt0156580,nm0097866
tt0356660,nm1222110
tt0079241,nm0894983
tt0199574,nm0739755
tt0821460,nm2306973
tt0141142,\N
tt0892060,nm2248264
tt8883690,nm9555178
tt5140058,nm1853851
tt5140058,nm3936818
tt0327815,nm0872868
tt8534454,\N
tt0064394,nm0857941
tt6543818,\N
tt0905611,nm2464899
tt9143556,\N
tt0050459,nm0481499
tt9173080,nm10210309
tt8273896,\N
tt8105940,nm3591212
tt5425392,nm3485740
tt5425392,nm4183245
tt5425392,nm5224689
tt0173884,\N
tt2754874,nm0327790
tt0192091,nm0078016
tt0469380,\N
tt0194037,nm0002797
tt0260939,nm0211053
tt0872318,nm2408502
tt0150789,nm0144962
tt0349507,nm0187884
tt0017951,nm0736610
tt7964572,nm1390416
tt0154549,nm0293989
tt0051706,nm0206560
tt0028960,nm0924901
tt1029119,nm2654109
tt9386794,\N
tt0376626,nm0848567
tt0362694,nm0340886
tt0460813,nm1941270
tt0442599,\N
tt0154550,nm0554782
tt1348153,nm0530435
tt0216792,nm0134383
tt0037752,nm0257638
tt3234780,nm2660491
tt0402234,\N
tt9103246,nm6200172
tt0444156,nm1031589
tt0271533,nm0217035
tt0414067,nm1253446
tt0085624,nm0637962
tt0462894,nm1942130
tt0085623,nm0580829
tt1538290,nm3670964
tt0852962,\N
tt0019951,nm0505528
tt8489452,nm3220274
tt0207499,nm0402165
tt0207499,nm0791007
tt0196596,nm0706296
tt0150792,nm0122319
tt2007238,\N
tt0113223,nm0353183
tt4056550,\N
tt0198524,nm0411918
tt0292531,nm0946756
tt0156582,nm0091380
tt0156582,nm0358349
tt0301371,\N
tt0796215,nm2240818
tt0428594,nm1743306
tt4260912,nm3707302
tt0432874,nm0450509
tt0875589,nm2408735
tt0283363,nm0802444
tt0084030,nm0490721
tt0044674,nm0442819
tt0315922,nm0717025
tt0091154,nm0369096
tt0036884,nm0489155
tt0124695,nm0491503
tt1847517,nm2900728
tt0481418,nm1459294
tt0121331,nm0520419
tt8819186,nm3180285
tt0270393,nm0000638
tt0356661,nm0160280
tt8371690,\N
tt0311234,nm1141820
tt0311234,nm0471489
tt0240558,nm0419282
tt0317606,nm0022644
tt0322458,nm0001639
tt0322458,nm0004655
tt0078981,nm0712699
tt0089231,nm0956919
tt0235440,nm0320585
tt0236268,nm0871644
tt0367819,nm1136090
